Allocation,ID,TIPID,LineItemName,FY18GasTax,FY18RICAPHIP,FY18RIHMA,FY18RICAPprojects,FY18RICAPfacilities,FY18ProjectCloseouts,FY18IWAYLandSales,FY18GARVEE,FY18TollRevenue,FY18RailwayProgram,FY18HSIP,FY18TAP,FY18NHPP,FY18CMAQ,FY18Planning,FY18STP,FY18NationalFreight,FY18NHTSA,FY18FTA,FY18Earmarks,FY18TollCredits,FY18TransitBond
3.4,114,1356,,,,,,,,,,,,,,,,,2.8,,,,0.0,0.0,0.0
0.0,115,1357,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.1,116,1358,,,,,,,,,,,,,,,,,0.1,,,,0.0,0.0,0.0
0.0,117,1359,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
0.0,118,1360,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,119,1361,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
0.0,120,1362,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,121,1364,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,122,1365,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,123,1366,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,124,1367,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,125,1368,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,126,1369,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
0.0,127,1370,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
0.0,128,1371,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
0.0,129,1372,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
3.2,130,1373,,,,,,,,,,,,,,3.2,,,,,,,0.0,0.0,0.0
0.0,131,1375,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,132,1376,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
0.0,133,1377,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0
3.0,134,1378,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0
